/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 4
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.8188, Decision = False
Round 1: Accuracy = 0.8097, Decision = False
Round 2: Accuracy = 0.8081, Decision = False
Round 3: Accuracy = 0.8083, Decision = False
Round 4: Accuracy = 0.8037, Decision = False
Round 5: Accuracy = 0.7988, Decision = False
Round 6: Accuracy = 0.7940, Decision = False
Epoch 1/10, Loss: 0.8842
Epoch 2/10, Loss: 0.6145
Epoch 3/10, Loss: 0.5343
Epoch 4/10, Loss: 0.5163
Epoch 5/10, Loss: 0.5011
Epoch 6/10, Loss: 0.4502
Epoch 7/10, Loss: 0.4304
Epoch 8/10, Loss: 0.4120
Epoch 9/10, Loss: 0.3876
Epoch 10/10, Loss: 0.3707
Round 7: Accuracy = 0.7873, Decision = True
Round 8: Accuracy = 0.7340, Decision = False
Round 9: Accuracy = 0.7280, Decision = False
Round 10: Accuracy = 0.7261, Decision = False
Round 11: Accuracy = 0.7252, Decision = False
Round 12: Accuracy = 0.7179, Decision = False
Round 13: Accuracy = 0.7110, Decision = False
Round 14: Accuracy = 0.7079, Decision = False
Round 15: Accuracy = 0.7023, Decision = False
Epoch 1/10, Loss: 0.5493
Epoch 2/10, Loss: 0.5571
Epoch 3/10, Loss: 0.5143
Epoch 4/10, Loss: 0.5333
Epoch 5/10, Loss: 0.4734
Epoch 6/10, Loss: 0.4815
Epoch 7/10, Loss: 0.4325
Epoch 8/10, Loss: 0.4473
Epoch 9/10, Loss: 0.4543
Epoch 10/10, Loss: 0.4561
Round 16: Accuracy = 0.6985, Decision = True
Round 17: Accuracy = 0.6975, Decision = False
Epoch 1/10, Loss: 0.4341
Epoch 2/10, Loss: 0.4485
Epoch 3/10, Loss: 0.4228
Epoch 4/10, Loss: 0.4149
Epoch 5/10, Loss: 0.3879
Epoch 6/10, Loss: 0.3842
Epoch 7/10, Loss: 0.4132
Epoch 8/10, Loss: 0.3811
Epoch 9/10, Loss: 0.3653
Epoch 10/10, Loss: 0.3638
Round 18: Accuracy = 0.6945, Decision = True
Round 19: Accuracy = 0.7243, Decision = False
Round 20: Accuracy = 0.7270, Decision = False
Round 21: Accuracy = 0.7271, Decision = False
Round 22: Accuracy = 0.7300, Decision = False
Round 23: Accuracy = 0.7300, Decision = False
Round 24: Accuracy = 0.7301, Decision = False
Epoch 1/10, Loss: 0.4448
Epoch 2/10, Loss: 0.4304
Epoch 3/10, Loss: 0.4268
Epoch 4/10, Loss: 0.4521
Epoch 5/10, Loss: 0.4312
Epoch 6/10, Loss: 0.4052
Epoch 7/10, Loss: 0.3995
Epoch 8/10, Loss: 0.3854
Epoch 9/10, Loss: 0.4110
Epoch 10/10, Loss: 0.4168
Round 25: Accuracy = 0.7249, Decision = True
Round 26: Accuracy = 0.7852, Decision = False
Round 27: Accuracy = 0.7246, Decision = False
Round 28: Accuracy = 0.6819, Decision = False
Round 29: Accuracy = 0.6871, Decision = False
Round 30: Accuracy = 0.7082, Decision = False
Round 31: Accuracy = 0.7070, Decision = False
Round 32: Accuracy = 0.7082, Decision = False
