/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 0
policy_id: 1
setting_id: 10
pi_bar: 0.3
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.8240, Decision = False
Round 1: Accuracy = 0.8116, Decision = False
Round 2: Accuracy = 0.8093, Decision = False
Round 3: Accuracy = 0.8038, Decision = False
Round 4: Accuracy = 0.7986, Decision = False
Round 5: Accuracy = 0.7986, Decision = False
Round 6: Accuracy = 0.7984, Decision = False
Round 7: Accuracy = 0.7928, Decision = False
Round 8: Accuracy = 0.7834, Decision = False
Round 9: Accuracy = 0.7744, Decision = False
Round 10: Accuracy = 0.7690, Decision = False
Round 11: Accuracy = 0.7633, Decision = False
Round 12: Accuracy = 0.7553, Decision = False
Round 13: Accuracy = 0.7541, Decision = False
Epoch 1/5, Loss: 0.8005
Epoch 2/5, Loss: 0.5902
Epoch 3/5, Loss: 0.4927
Epoch 4/5, Loss: 0.4582
Epoch 5/5, Loss: 0.4177
Round 14: Accuracy = 0.7457, Decision = True
Epoch 1/5, Loss: 0.4149
Epoch 2/5, Loss: 0.4317
Epoch 3/5, Loss: 0.4075
Epoch 4/5, Loss: 0.3764
Epoch 5/5, Loss: 0.3497
Round 15: Accuracy = 0.6519, Decision = True
Epoch 1/5, Loss: 0.3600
Epoch 2/5, Loss: 0.3760
Epoch 3/5, Loss: 0.3450
Epoch 4/5, Loss: 0.3931
Epoch 5/5, Loss: 0.3925
Round 16: Accuracy = 0.7164, Decision = True
Round 17: Accuracy = 0.5841, Decision = False
Round 18: Accuracy = 0.5828, Decision = False
Round 19: Accuracy = 0.5803, Decision = False
Round 20: Accuracy = 0.5788, Decision = False
Round 21: Accuracy = 0.5797, Decision = False
Round 22: Accuracy = 0.5747, Decision = False
Round 23: Accuracy = 0.5727, Decision = False
Epoch 1/5, Loss: 0.4521
Epoch 2/5, Loss: 0.4329
Epoch 3/5, Loss: 0.4565
Epoch 4/5, Loss: 0.4607
Epoch 5/5, Loss: 0.4121
Round 24: Accuracy = 0.5759, Decision = True
Round 25: Accuracy = 0.7145, Decision = False
Epoch 1/5, Loss: 0.4242
Epoch 2/5, Loss: 0.4369
Epoch 3/5, Loss: 0.3851
Epoch 4/5, Loss: 0.3854
Epoch 5/5, Loss: 0.3684
Round 26: Accuracy = 0.5332, Decision = True
Round 27: Accuracy = 0.6836, Decision = False
Round 28: Accuracy = 0.6429, Decision = False
Round 29: Accuracy = 0.6250, Decision = False
Epoch 1/5, Loss: 0.3901
Epoch 2/5, Loss: 0.4078
Epoch 3/5, Loss: 0.3419
Epoch 4/5, Loss: 0.3893
Epoch 5/5, Loss: 0.4034
Round 30: Accuracy = 0.6499, Decision = True
Round 31: Accuracy = 0.6250, Decision = False
Round 32: Accuracy = 0.6430, Decision = False
Round 33: Accuracy = 0.6491, Decision = False
Epoch 1/5, Loss: 0.4526
Epoch 2/5, Loss: 0.4129
Epoch 3/5, Loss: 0.3943
Epoch 4/5, Loss: 0.4092
Epoch 5/5, Loss: 0.4028
Round 34: Accuracy = 0.6253, Decision = True
Round 35: Accuracy = 0.6797, Decision = False
Round 36: Accuracy = 0.6745, Decision = False
Round 37: Accuracy = 0.6766, Decision = False
Round 38: Accuracy = 0.6783, Decision = False
Round 39: Accuracy = 0.6764, Decision = False
Round 40: Accuracy = 0.6800, Decision = False
Round 41: Accuracy = 0.6839, Decision = False
Round 42: Accuracy = 0.6809, Decision = False
Epoch 1/5, Loss: 0.4771
Epoch 2/5, Loss: 0.4916
Epoch 3/5, Loss: 0.4624
Epoch 4/5, Loss: 0.4181
Epoch 5/5, Loss: 0.4266
Round 43: Accuracy = 0.6816, Decision = True
Round 44: Accuracy = 0.6533, Decision = False
Round 45: Accuracy = 0.6482, Decision = False
Epoch 1/5, Loss: 0.4396
Epoch 2/5, Loss: 0.4060
Epoch 3/5, Loss: 0.3915
Epoch 4/5, Loss: 0.3977
Epoch 5/5, Loss: 0.3834
Round 46: Accuracy = 0.6437, Decision = True
Epoch 1/5, Loss: 0.3789
Epoch 2/5, Loss: 0.4089
Epoch 3/5, Loss: 0.4218
Epoch 4/5, Loss: 0.4014
Epoch 5/5, Loss: 0.3729
Round 47: Accuracy = 0.7492, Decision = True
Round 48: Accuracy = 0.7530, Decision = False
Round 49: Accuracy = 0.7472, Decision = False
Round 50: Accuracy = 0.7453, Decision = False
Round 51: Accuracy = 0.7448, Decision = False
Round 52: Accuracy = 0.7425, Decision = False
Epoch 1/5, Loss: 0.3696
Epoch 2/5, Loss: 0.3917
Epoch 3/5, Loss: 0.3603
Epoch 4/5, Loss: 0.3721
Epoch 5/5, Loss: 0.3459
Round 53: Accuracy = 0.7428, Decision = True
Epoch 1/5, Loss: 0.3524
Epoch 2/5, Loss: 0.3392
Epoch 3/5, Loss: 0.4034
Epoch 4/5, Loss: 0.4401
Epoch 5/5, Loss: 0.3870
Round 54: Accuracy = 0.7439, Decision = True
Epoch 1/5, Loss: 0.3561
Epoch 2/5, Loss: 0.3465
Epoch 3/5, Loss: 0.3388
Epoch 4/5, Loss: 0.3595
Epoch 5/5, Loss: 0.3792
Round 55: Accuracy = 0.7344, Decision = True
Round 56: Accuracy = 0.7565, Decision = False
Epoch 1/5, Loss: 0.3753
Epoch 2/5, Loss: 0.3458
Epoch 3/5, Loss: 0.3587
Epoch 4/5, Loss: 0.3157
Epoch 5/5, Loss: 0.2990
Round 57: Accuracy = 0.7566, Decision = True
Round 58: Accuracy = 0.7470, Decision = False
Epoch 1/5, Loss: 0.3160
Epoch 2/5, Loss: 0.5387
Epoch 3/5, Loss: 0.6901
Epoch 4/5, Loss: 0.6327
Epoch 5/5, Loss: 0.5675
Round 59: Accuracy = 0.7969, Decision = True
Epoch 1/5, Loss: 0.5088
Epoch 2/5, Loss: 0.3814
Epoch 3/5, Loss: 0.3246
Epoch 4/5, Loss: 0.3202
Epoch 5/5, Loss: 0.2884
Round 60: Accuracy = 0.6969, Decision = True
Epoch 1/5, Loss: 0.2702
Epoch 2/5, Loss: 0.2732
Epoch 3/5, Loss: 0.2587
Epoch 4/5, Loss: 0.2827
Epoch 5/5, Loss: 0.3017
Round 61: Accuracy = 0.7713, Decision = True
Round 62: Accuracy = 0.7997, Decision = False
Epoch 1/5, Loss: 0.2715
Epoch 2/5, Loss: 0.2701
Epoch 3/5, Loss: 0.2348
Epoch 4/5, Loss: 0.2340
Epoch 5/5, Loss: 0.2201
Round 63: Accuracy = 0.7942, Decision = True
Epoch 1/5, Loss: 0.2266
Epoch 2/5, Loss: 0.4700
Epoch 3/5, Loss: 0.4641
Epoch 4/5, Loss: 0.5476
Epoch 5/5, Loss: 0.4500
Round 64: Accuracy = 0.7949, Decision = True
