/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 2
policy_id: 1
setting_id: 14
pi_bar: 0.3
drift_rate: 0.01
V: 4
Round 0: Accuracy = 0.7992, Decision = False
Epoch 1/5, Loss: 0.6348
Epoch 2/5, Loss: 0.5631
Epoch 3/5, Loss: 0.4971
Epoch 4/5, Loss: 0.4245
Epoch 5/5, Loss: 0.4077
Round 1: Accuracy = 0.7941, Decision = True
Round 2: Accuracy = 0.8035, Decision = False
Round 3: Accuracy = 0.8000, Decision = False
Round 4: Accuracy = 0.7937, Decision = False
Round 5: Accuracy = 0.7827, Decision = False
Epoch 1/5, Loss: 0.4767
Epoch 2/5, Loss: 0.4580
Epoch 3/5, Loss: 0.5049
Epoch 4/5, Loss: 0.4399
Epoch 5/5, Loss: 0.4287
Round 6: Accuracy = 0.7746, Decision = True
Round 7: Accuracy = 0.6866, Decision = False
Epoch 1/5, Loss: 0.4599
Epoch 2/5, Loss: 0.4248
Epoch 3/5, Loss: 0.4333
Epoch 4/5, Loss: 0.3908
Epoch 5/5, Loss: 0.4094
Round 8: Accuracy = 0.6827, Decision = True
Epoch 1/5, Loss: 0.4454
Epoch 2/5, Loss: 0.4036
Epoch 3/5, Loss: 0.3979
Epoch 4/5, Loss: 0.3895
Epoch 5/5, Loss: 0.4056
Round 9: Accuracy = 0.6874, Decision = True
Round 10: Accuracy = 0.6673, Decision = False
Round 11: Accuracy = 0.6626, Decision = False
Epoch 1/5, Loss: 0.4383
Epoch 2/5, Loss: 0.4739
Epoch 3/5, Loss: 0.3972
Epoch 4/5, Loss: 0.4063
Epoch 5/5, Loss: 0.4476
Round 12: Accuracy = 0.6594, Decision = True
Round 13: Accuracy = 0.7158, Decision = False
Epoch 1/5, Loss: 0.6259
Epoch 2/5, Loss: 0.5383
Epoch 3/5, Loss: 0.4439
Epoch 4/5, Loss: 0.4090
Epoch 5/5, Loss: 0.4027
Round 14: Accuracy = 0.7187, Decision = True
Round 15: Accuracy = 0.7405, Decision = False
Round 16: Accuracy = 0.7335, Decision = False
Round 17: Accuracy = 0.7321, Decision = False
Round 18: Accuracy = 0.7256, Decision = False
Epoch 1/5, Loss: 0.4177
Epoch 2/5, Loss: 0.4394
Epoch 3/5, Loss: 0.3996
Epoch 4/5, Loss: 0.3854
Epoch 5/5, Loss: 0.3567
Round 19: Accuracy = 0.7282, Decision = True
Round 20: Accuracy = 0.7246, Decision = False
Epoch 1/5, Loss: 0.3507
Epoch 2/5, Loss: 0.3838
Epoch 3/5, Loss: 0.4253
Epoch 4/5, Loss: 0.4470
Epoch 5/5, Loss: 0.5665
Round 21: Accuracy = 0.7267, Decision = True
Round 22: Accuracy = 0.6052, Decision = False
Epoch 1/5, Loss: 0.6442
Epoch 2/5, Loss: 0.4770
Epoch 3/5, Loss: 0.4323
Epoch 4/5, Loss: 0.3915
Epoch 5/5, Loss: 0.3408
Round 23: Accuracy = 0.6083, Decision = True
Epoch 1/5, Loss: 0.3391
Epoch 2/5, Loss: 0.3432
Epoch 3/5, Loss: 0.3176
Epoch 4/5, Loss: 0.2839
Epoch 5/5, Loss: 0.3041
Round 24: Accuracy = 0.7225, Decision = True
Round 25: Accuracy = 0.7460, Decision = False
Epoch 1/5, Loss: 0.3232
Epoch 2/5, Loss: 0.3181
Epoch 3/5, Loss: 0.3090
Epoch 4/5, Loss: 0.3050
Epoch 5/5, Loss: 0.3270
Round 26: Accuracy = 0.8105, Decision = True
Epoch 1/5, Loss: 0.3284
Epoch 2/5, Loss: 0.3302
Epoch 3/5, Loss: 0.3021
Epoch 4/5, Loss: 0.2981
Epoch 5/5, Loss: 0.2726
Round 27: Accuracy = 0.7598, Decision = True
Epoch 1/5, Loss: 0.2973
Epoch 2/5, Loss: 0.2888
Epoch 3/5, Loss: 0.3366
Epoch 4/5, Loss: 0.3700
Epoch 5/5, Loss: 0.4705
Round 28: Accuracy = 0.7372, Decision = True
Round 29: Accuracy = 0.6617, Decision = False
Round 30: Accuracy = 0.6828, Decision = False
Epoch 1/5, Loss: 0.4800
Epoch 2/5, Loss: 0.4156
Epoch 3/5, Loss: 0.3630
Epoch 4/5, Loss: 0.3103
Epoch 5/5, Loss: 0.2926
Round 31: Accuracy = 0.6816, Decision = True
Round 32: Accuracy = 0.7109, Decision = False
Round 33: Accuracy = 0.7155, Decision = False
Round 34: Accuracy = 0.7031, Decision = False
Round 35: Accuracy = 0.7031, Decision = False
Round 36: Accuracy = 0.6912, Decision = False
Round 37: Accuracy = 0.6906, Decision = False
Epoch 1/5, Loss: 0.3581
Epoch 2/5, Loss: 0.3810
Epoch 3/5, Loss: 0.3443
Epoch 4/5, Loss: 0.3181
Epoch 5/5, Loss: 0.3232
Round 38: Accuracy = 0.6918, Decision = True
Round 39: Accuracy = 0.7324, Decision = False
Round 40: Accuracy = 0.7305, Decision = False
Round 41: Accuracy = 0.7310, Decision = False
Round 42: Accuracy = 0.7266, Decision = False
Round 43: Accuracy = 0.7266, Decision = False
Round 44: Accuracy = 0.7302, Decision = False
Round 45: Accuracy = 0.7285, Decision = False
Round 46: Accuracy = 0.7305, Decision = False
Round 47: Accuracy = 0.7297, Decision = False
Round 48: Accuracy = 0.7325, Decision = False
Round 49: Accuracy = 0.7266, Decision = False
Round 50: Accuracy = 0.7266, Decision = False
Epoch 1/5, Loss: 0.3915
Epoch 2/5, Loss: 0.4329
Epoch 3/5, Loss: 0.4237
Epoch 4/5, Loss: 0.4180
Epoch 5/5, Loss: 0.3774
Round 51: Accuracy = 0.7233, Decision = True
Round 52: Accuracy = 0.7475, Decision = False
Round 53: Accuracy = 0.7476, Decision = False
Round 54: Accuracy = 0.7496, Decision = False
Epoch 1/5, Loss: 0.3770
Epoch 2/5, Loss: 0.3955
Epoch 3/5, Loss: 0.4129
Epoch 4/5, Loss: 0.3550
Epoch 5/5, Loss: 0.3483
Round 55: Accuracy = 0.7478, Decision = True
Epoch 1/5, Loss: 0.3751
Epoch 2/5, Loss: 0.3692
Epoch 3/5, Loss: 0.3473
Epoch 4/5, Loss: 0.3467
Epoch 5/5, Loss: 0.3153
Round 56: Accuracy = 0.7223, Decision = True
Epoch 1/5, Loss: 0.3040
Epoch 2/5, Loss: 0.2932
Epoch 3/5, Loss: 0.3093
Epoch 4/5, Loss: 0.3600
Epoch 5/5, Loss: 0.3051
Round 57: Accuracy = 0.7603, Decision = True
Round 58: Accuracy = 0.7451, Decision = False
Round 59: Accuracy = 0.6635, Decision = False
Round 60: Accuracy = 0.7234, Decision = False
Round 61: Accuracy = 0.7246, Decision = False
Round 62: Accuracy = 0.7222, Decision = False
Epoch 1/5, Loss: 0.3024
Epoch 2/5, Loss: 0.3085
Epoch 3/5, Loss: 0.2836
Epoch 4/5, Loss: 0.2778
Epoch 5/5, Loss: 0.2852
Round 63: Accuracy = 0.7320, Decision = True
Epoch 1/5, Loss: 0.3119
Epoch 2/5, Loss: 0.3185
Epoch 3/5, Loss: 0.4228
Epoch 4/5, Loss: 0.8163
Epoch 5/5, Loss: 1.0476
Round 64: Accuracy = 0.7138, Decision = True
Round 65: Accuracy = 0.6075, Decision = False
Round 66: Accuracy = 0.6105, Decision = False
Epoch 1/5, Loss: 0.8077
Epoch 2/5, Loss: 0.5609
Epoch 3/5, Loss: 0.4556
Epoch 4/5, Loss: 0.3918
Epoch 5/5, Loss: 0.3619
Round 67: Accuracy = 0.6132, Decision = True
Round 68: Accuracy = 0.7807, Decision = False
Round 69: Accuracy = 0.7835, Decision = False
Round 70: Accuracy = 0.7871, Decision = False
Round 71: Accuracy = 0.7853, Decision = False
Epoch 1/5, Loss: 0.3533
Epoch 2/5, Loss: 0.3808
Epoch 3/5, Loss: 0.3369
Epoch 4/5, Loss: 0.3616
Epoch 5/5, Loss: 0.3475
Round 72: Accuracy = 0.7868, Decision = True
Round 73: Accuracy = 0.7948, Decision = False
Round 74: Accuracy = 0.7923, Decision = False
Round 75: Accuracy = 0.7917, Decision = False
Round 76: Accuracy = 0.7905, Decision = False
Epoch 1/5, Loss: 0.3544
Epoch 2/5, Loss: 0.3249
Epoch 3/5, Loss: 0.3149
Epoch 4/5, Loss: 0.2884
Epoch 5/5, Loss: 0.2796
Round 77: Accuracy = 0.7928, Decision = True
Round 78: Accuracy = 0.8017, Decision = False
Epoch 1/5, Loss: 0.2966
Epoch 2/5, Loss: 0.3171
Epoch 3/5, Loss: 0.3203
Epoch 4/5, Loss: 0.2910
Epoch 5/5, Loss: 0.2995
Round 79: Accuracy = 0.8048, Decision = True
Round 80: Accuracy = 0.7888, Decision = False
Epoch 1/5, Loss: 0.3323
Epoch 2/5, Loss: 0.3116
Epoch 3/5, Loss: 0.3038
Epoch 4/5, Loss: 0.2669
Epoch 5/5, Loss: 0.2573
Round 81: Accuracy = 0.7873, Decision = True
Round 82: Accuracy = 0.7624, Decision = False
Round 83: Accuracy = 0.8008, Decision = False
Round 84: Accuracy = 0.7799, Decision = False
Round 85: Accuracy = 0.7571, Decision = False
Round 86: Accuracy = 0.7604, Decision = False
Round 87: Accuracy = 0.7636, Decision = False
Round 88: Accuracy = 0.7604, Decision = False
Epoch 1/5, Loss: 0.3252
Epoch 2/5, Loss: 0.2924
Epoch 3/5, Loss: 0.3028
Epoch 4/5, Loss: 0.2992
Epoch 5/5, Loss: 0.2630
Round 89: Accuracy = 0.7595, Decision = True
Round 90: Accuracy = 0.7850, Decision = False
Epoch 1/5, Loss: 0.2760
Epoch 2/5, Loss: 0.5020
Epoch 3/5, Loss: 0.3610
Epoch 4/5, Loss: 0.3122
Epoch 5/5, Loss: 0.4053
Round 91: Accuracy = 0.7862, Decision = True
Round 92: Accuracy = 0.3890, Decision = False
Round 93: Accuracy = 0.3899, Decision = False
Epoch 1/5, Loss: 0.9561
Epoch 2/5, Loss: 0.4946
Epoch 3/5, Loss: 0.3740
Epoch 4/5, Loss: 0.3385
Epoch 5/5, Loss: 0.3187
Round 94: Accuracy = 0.3913, Decision = True
Round 95: Accuracy = 0.7874, Decision = False
Round 96: Accuracy = 0.7836, Decision = False
Round 97: Accuracy = 0.7788, Decision = False
Epoch 1/5, Loss: 0.2959
Epoch 2/5, Loss: 0.3189
Epoch 3/5, Loss: 0.3235
Epoch 4/5, Loss: 0.2727
Epoch 5/5, Loss: 0.2856
Round 98: Accuracy = 0.7791, Decision = True
Round 99: Accuracy = 0.7747, Decision = False
Round 100: Accuracy = 0.7742, Decision = False
Epoch 1/5, Loss: 0.2767
Epoch 2/5, Loss: 0.2622
Epoch 3/5, Loss: 0.2297
Epoch 4/5, Loss: 0.2418
Epoch 5/5, Loss: 0.2172
Round 101: Accuracy = 0.7740, Decision = True
Round 102: Accuracy = 0.8092, Decision = False
Round 103: Accuracy = 0.8348, Decision = False
Round 104: Accuracy = 0.8100, Decision = False
Round 105: Accuracy = 0.8064, Decision = False
Epoch 1/5, Loss: 0.2413
Epoch 2/5, Loss: 0.2650
Epoch 3/5, Loss: 0.2761
Epoch 4/5, Loss: 0.2619
Epoch 5/5, Loss: 0.2782
Round 106: Accuracy = 0.8096, Decision = True
Round 107: Accuracy = 0.7589, Decision = False
Round 108: Accuracy = 0.7542, Decision = False
Round 109: Accuracy = 0.7541, Decision = False
Epoch 1/5, Loss: 0.3508
Epoch 2/5, Loss: 0.2637
Epoch 3/5, Loss: 0.2508
Epoch 4/5, Loss: 0.2620
Epoch 5/5, Loss: 0.2127
Round 110: Accuracy = 0.7575, Decision = True
Round 111: Accuracy = 0.7879, Decision = False
Round 112: Accuracy = 0.7873, Decision = False
Round 113: Accuracy = 0.7895, Decision = False
Round 114: Accuracy = 0.7880, Decision = False
Round 115: Accuracy = 0.7861, Decision = False
Round 116: Accuracy = 0.7847, Decision = False
Epoch 1/5, Loss: 0.2698
Epoch 2/5, Loss: 0.2572
Epoch 3/5, Loss: 0.2556
Epoch 4/5, Loss: 0.2412
Epoch 5/5, Loss: 0.2188
Round 117: Accuracy = 0.7862, Decision = True
Round 118: Accuracy = 0.7880, Decision = False
Round 119: Accuracy = 0.7891, Decision = False
Round 120: Accuracy = 0.7988, Decision = False
Round 121: Accuracy = 0.7787, Decision = False
Epoch 1/5, Loss: 0.2611
Epoch 2/5, Loss: 0.2835
Epoch 3/5, Loss: 0.2720
Epoch 4/5, Loss: 0.2492
Epoch 5/5, Loss: 0.3248
Round 122: Accuracy = 0.7837, Decision = True
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.2810
Epoch 2/5, Loss: 0.2512
Epoch 3/5, Loss: 0.2319
Epoch 4/5, Loss: 0.1883
Epoch 5/5, Loss: 0.2037
Round 123: Accuracy = 0.7703, Decision = True
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.2116
Epoch 2/5, Loss: 0.2617
Epoch 3/5, Loss: 0.2165
Epoch 4/5, Loss: 0.1786
Epoch 5/5, Loss: 0.1888
Round 124: Accuracy = 0.8063, Decision = True
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.1733
Epoch 2/5, Loss: 0.1573
Epoch 3/5, Loss: 0.2105
Epoch 4/5, Loss: 0.1664
Epoch 5/5, Loss: 0.1338
Round 125: Accuracy = 0.7627, Decision = True
