/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 1
policy_id: 1
setting_id: 18
pi_bar: 0.3
drift_rate: 0.01
V: 6
Round 0: Accuracy = 0.7979, Decision = False
Round 1: Accuracy = 0.7863, Decision = False
Epoch 1/5, Loss: 0.7991
Epoch 2/5, Loss: 0.7193
Epoch 3/5, Loss: 0.6713
Epoch 4/5, Loss: 0.6260
Epoch 5/5, Loss: 0.5686
Round 2: Accuracy = 0.7788, Decision = True
Round 3: Accuracy = 0.6385, Decision = False
Epoch 1/5, Loss: 0.5924
Epoch 2/5, Loss: 0.6112
Epoch 3/5, Loss: 0.6510
Epoch 4/5, Loss: 0.6120
Epoch 5/5, Loss: 0.5724
Round 4: Accuracy = 0.6309, Decision = True
Epoch 1/5, Loss: 0.6221
Epoch 2/5, Loss: 0.6221
Epoch 3/5, Loss: 0.5990
Epoch 4/5, Loss: 0.5474
Epoch 5/5, Loss: 0.5415
Round 5: Accuracy = 0.6599, Decision = True
Epoch 1/5, Loss: 0.5495
Epoch 2/5, Loss: 0.4856
Epoch 3/5, Loss: 0.5167
Epoch 4/5, Loss: 0.5119
Epoch 5/5, Loss: 0.4786
Round 6: Accuracy = 0.7181, Decision = True
Round 7: Accuracy = 0.7205, Decision = False
Round 8: Accuracy = 0.7155, Decision = False
Round 9: Accuracy = 0.7109, Decision = False
Round 10: Accuracy = 0.7066, Decision = False
Round 11: Accuracy = 0.7000, Decision = False
Epoch 1/5, Loss: 0.5557
Epoch 2/5, Loss: 0.6552
Epoch 3/5, Loss: 0.6770
Epoch 4/5, Loss: 0.6284
Epoch 5/5, Loss: 0.6864
Round 12: Accuracy = 0.6976, Decision = True
Round 13: Accuracy = 0.6943, Decision = False
Epoch 1/5, Loss: 0.6570
Epoch 2/5, Loss: 0.5718
Epoch 3/5, Loss: 0.5365
Epoch 4/5, Loss: 0.5206
Epoch 5/5, Loss: 0.4516
Round 14: Accuracy = 0.6939, Decision = True
Round 15: Accuracy = 0.7118, Decision = False
Round 16: Accuracy = 0.7044, Decision = False
Round 17: Accuracy = 0.6988, Decision = False
Epoch 1/5, Loss: 0.5163
Epoch 2/5, Loss: 0.4839
Epoch 3/5, Loss: 0.4775
Epoch 4/5, Loss: 0.4790
Epoch 5/5, Loss: 0.4615
Round 18: Accuracy = 0.6959, Decision = True
Epoch 1/5, Loss: 0.4790
Epoch 2/5, Loss: 0.4414
Epoch 3/5, Loss: 0.4266
Epoch 4/5, Loss: 0.4399
Epoch 5/5, Loss: 0.4186
Round 19: Accuracy = 0.7121, Decision = True
Round 20: Accuracy = 0.6209, Decision = False
Round 21: Accuracy = 0.6239, Decision = False
Round 22: Accuracy = 0.6244, Decision = False
Round 23: Accuracy = 0.6248, Decision = False
Round 24: Accuracy = 0.6253, Decision = False
Round 25: Accuracy = 0.6257, Decision = False
Epoch 1/5, Loss: 0.4773
Epoch 2/5, Loss: 0.4705
Epoch 3/5, Loss: 0.4615
Epoch 4/5, Loss: 0.4579
Epoch 5/5, Loss: 0.5041
Round 26: Accuracy = 0.4707, Decision = True
Epoch 1/5, Loss: 0.4889
Epoch 2/5, Loss: 0.4486
Epoch 3/5, Loss: 0.4233
Epoch 4/5, Loss: 0.4305
Epoch 5/5, Loss: 0.4146
Round 27: Accuracy = 0.7402, Decision = True
Epoch 1/5, Loss: 0.4544
Epoch 2/5, Loss: 0.4849
Epoch 3/5, Loss: 0.5570
Epoch 4/5, Loss: 0.5815
Epoch 5/5, Loss: 0.5260
Round 28: Accuracy = 0.5753, Decision = True
Round 29: Accuracy = 0.6367, Decision = False
Epoch 1/5, Loss: 0.5663
Epoch 2/5, Loss: 0.4627
Epoch 3/5, Loss: 0.4077
Epoch 4/5, Loss: 0.4393
Epoch 5/5, Loss: 0.4341
Round 30: Accuracy = 0.6463, Decision = True
Round 31: Accuracy = 0.7715, Decision = False
Round 32: Accuracy = 0.7652, Decision = False
Round 33: Accuracy = 0.7422, Decision = False
Round 34: Accuracy = 0.7422, Decision = False
Round 35: Accuracy = 0.7422, Decision = False
