time_step,art_painting,cartoon,photo,sketch
0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0
2,0.0,0.0,1.0,0.0
3,0.0,0.0,1.0,0.0
4,0.0,0.0,1.0,0.0
5,0.0,0.0,1.0,0.0
6,0.0,0.0,1.0,0.0
7,0.0,0.0,1.0,0.0
8,0.0,0.0,1.0,0.0
9,0.0,0.0,1.0,0.0
10,0.0,0.0,1.0,0.0
11,0.0,0.0,1.0,0.0
12,0.0,0.0,1.0,0.0
13,0.0,0.0,1.0,0.0
14,0.0,0.0,1.0,0.0
15,0.0,0.0,1.0,0.0
16,0.0,0.0,1.0,0.0
17,0.0,0.0,1.0,0.0
18,0.0,0.0,1.0,0.0
19,0.0,0.0,1.0,0.0
20,0.0,0.0,1.0,0.0
21,0.0,0.0,1.0,0.0
22,0.0,0.0,1.0,0.0
23,0.0,0.0,1.0,0.0
24,0.0,0.0,1.0,0.0
25,0.0,0.0,1.0,0.0
26,0.0,0.0,1.0,0.0
27,0.0,0.0,1.0,0.0
28,0.0,0.0,1.0,0.0
29,0.0,0.0,1.0,0.0
30,0.0,0.0,1.0,0.0
31,0.0,0.0,1.0,0.0
32,0.0,0.0,1.0,0.0
33,0.0,0.0,1.0,0.0
34,0.0,0.0,1.0,0.0
35,0.0,0.0,1.0,0.0
36,0.0,0.0,1.0,0.0
37,0.0,0.0,1.0,0.0
38,0.0,0.0,1.0,0.0
39,0.0,0.0,1.0,0.0
40,0.0,0.0,1.0,0.0
41,0.0,0.0,1.0,0.0
42,0.0,0.0,1.0,0.0
43,0.0,0.0,1.0,0.0
44,0.0,0.0,1.0,0.0
45,0.0,0.0,1.0,0.0
46,0.0,0.0,1.0,0.0
47,0.0,0.0,1.0,0.0
48,0.0,0.0,1.0,0.0
49,0.0,0.0,1.0,0.0
50,0.0,0.0,1.0,0.0
51,0.0,0.0,1.0,0.0
52,0.0,0.0,1.0,0.0
53,0.0,0.0,1.0,0.0
54,0.0,0.0,1.0,0.0
55,0.0,0.0,1.0,0.0
56,0.0,0.0,1.0,0.0
57,0.0,0.0,1.0,0.0
58,0.0,0.0,1.0,0.0
59,0.0,0.0,1.0,0.0
60,0.0,0.0,0.7144351464435147,0.28556485355648537
61,0.0,0.0,0.5104633781763827,0.48953662182361735
62,0.0,0.0,0.3646556326748532,0.6353443673251469
63,0.0,0.0,0.3646556326748532,0.6353443673251469
64,0.0,0.0,0.3646556326748532,0.6353443673251469
65,0.0,0.0,0.3646556326748532,0.6353443673251469
66,0.0,0.0,0.3646556326748532,0.6353443673251469
67,0.0,0.0,0.3646556326748532,0.6353443673251469
68,0.0,0.0,0.3646556326748532,0.6353443673251469
69,0.0,0.0,0.3646556326748532,0.6353443673251469
70,0.0,0.0,0.3646556326748532,0.6353443673251469
71,0.0,0.0,0.3646556326748532,0.6353443673251469
72,0.0,0.0,0.3646556326748532,0.6353443673251469
73,0.0,0.0,0.3646556326748532,0.6353443673251469
74,0.0,0.0,0.3646556326748532,0.6353443673251469
75,0.0,0.0,0.3646556326748532,0.6353443673251469
76,0.0,0.0,0.3646556326748532,0.6353443673251469
77,0.0,0.0,0.3646556326748532,0.6353443673251469
78,0.0,0.0,0.3646556326748532,0.6353443673251469
79,0.0,0.0,0.3646556326748532,0.6353443673251469
80,0.0,0.0,0.3646556326748532,0.6353443673251469
81,0.0,0.0,0.3646556326748532,0.6353443673251469
82,0.0,0.0,0.3646556326748532,0.6353443673251469
83,0.0,0.0,0.3646556326748532,0.6353443673251469
84,0.0,0.0,0.3646556326748532,0.6353443673251469
85,0.0,0.0,0.3646556326748532,0.6353443673251469
86,0.0,0.0,0.3646556326748532,0.6353443673251469
87,0.0,0.0,0.3646556326748532,0.6353443673251469
88,0.0,0.0,0.3646556326748532,0.6353443673251469
89,0.0,0.0,0.3646556326748532,0.6353443673251469
90,0.0,0.0,0.3646556326748532,0.6353443673251469
91,0.0,0.0,0.3646556326748532,0.6353443673251469
92,0.0,0.0,0.3646556326748532,0.6353443673251469
93,0.0,0.0,0.3646556326748532,0.6353443673251469
94,0.0,0.0,0.3646556326748532,0.6353443673251469
95,0.0,0.0,0.3646556326748532,0.6353443673251469
96,0.0,0.0,0.3646556326748532,0.6353443673251469
97,0.0,0.0,0.3646556326748532,0.6353443673251469
98,0.0,0.0,0.3646556326748532,0.6353443673251469
99,0.0,0.0,0.3646556326748532,0.6353443673251469
100,0.0,0.0,0.3646556326748532,0.6353443673251469
101,0.0,0.0,0.3646556326748532,0.6353443673251469
102,0.0,0.0,0.3646556326748532,0.6353443673251469
103,0.0,0.0,0.3646556326748532,0.6353443673251469
104,0.0,0.0,0.3646556326748532,0.6353443673251469
105,0.0,0.0,0.3646556326748532,0.6353443673251469
106,0.0,0.0,0.3646556326748532,0.6353443673251469
107,0.0,0.0,0.3646556326748532,0.6353443673251469
108,0.0,0.0,0.3646556326748532,0.6353443673251469
109,0.0,0.0,0.3646556326748532,0.6353443673251469
110,0.0,0.0,0.3646556326748532,0.6353443673251469
111,0.0,0.0,0.3646556326748532,0.6353443673251469
112,0.0,0.0,0.3646556326748532,0.6353443673251469
113,0.0,0.0,0.3646556326748532,0.6353443673251469
114,0.0,0.0,0.3646556326748532,0.6353443673251469
115,0.0,0.0,0.3646556326748532,0.6353443673251469
116,0.0,0.0,0.3646556326748532,0.6353443673251469
117,0.0,0.0,0.3646556326748532,0.6353443673251469
118,0.0,0.0,0.3646556326748532,0.6353443673251469
